mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.44,"18 km ENE of Honaunau-Napoopoo, Hawaii",1669831079960,1669849606820,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73247427,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73247427&format=geojson,,,,,reviewed,0,32,hv,73247427,",hv73247427,",",hv,",",origin,phase-data,",14.0,,0.12,129.0,md,earthquake,"M 1.4 - 18 km ENE of Honaunau-Napoopoo, Hawaii"
1.4,"45 km SSE of Nelchina, Alaska",1669830941232,1669831080232,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcny5ri,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcny5ri&format=geojson,,,,,automatic,0,30,ak,022fcny5ri,",ak022fcny5ri,",",ak,",",origin,phase-data,",,,0.85,,ml,earthquake,"M 1.4 - 45 km SSE of Nelchina, Alaska"
2.1,"50 km S of Whites City, New Mexico",1669830657634,1669836032419,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022xltv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022xltv&format=geojson,,,,,reviewed,0,68,tx,2022xltv,",tx2022xltv,",",tx,",",origin,phase-data,",17.0,0.04946597911,0.2,61.0,ml,earthquake,"M 2.1 - 50 km S of Whites City, New Mexico"
2.47,"1 km NW of Magas Arriba, Puerto Rico",1669830614660,1669833937170,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71384758,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71384758&format=geojson,,,,,reviewed,0,94,pr,71384758,",pr71384758,",",pr,",",origin,phase-data,",10.0,0.01619,0.08,97.0,md,earthquake,"M 2.5 - 1 km NW of Magas Arriba, Puerto Rico"
4.3,"278 km WNW of Haveluloto, Tonga",1669830557585,1669847236040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000j5uw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000j5uw&format=geojson,,,,,reviewed,0,284,us,6000j5uw,",us6000j5uw,",",us,",",origin,phase-data,",37.0,2.517,0.75,66.0,mb,earthquake,"M 4.3 - 278 km WNW of Haveluloto, Tonga"
1.3,"31 km NNW of Valdez, Alaska",1669830356973,1669830488314,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcnw1u9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcnw1u9&format=geojson,,,,,automatic,0,26,ak,022fcnw1u9,",ak022fcnw1u9,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.3 - 31 km NNW of Valdez, Alaska"
1.1,Southern Alaska,1669829970787,1669830086829,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcnupiu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcnupiu&format=geojson,,,,,automatic,0,19,ak,022fcnupiu,",ak022fcnupiu,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,M 1.1 - Southern Alaska
1.44,"25 km ENE of Honaunau-Napoopoo, Hawaii",1669829455700,1669849968310,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73247382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73247382&format=geojson,,,,,reviewed,0,32,hv,73247382,",hv73247382,",",hv,",",origin,phase-data,",11.0,,0.2,165.0,md,earthquake,"M 1.4 - 25 km ENE of Honaunau-Napoopoo, Hawaii"
0.6,"40 km SE of Goldfield, Nevada",1669829252514,1669832757001,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00852309,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00852309&format=geojson,,,,,reviewed,0,6,nn,00852309,",nn00852309,",",nn,",",origin,phase-data,",4.0,0.34,0.1279,319.13,ml,earthquake,"M 0.6 - 40 km SE of Goldfield, Nevada"
1.17,"2 km WNW of North Sultan, Washington",1669828757650,1669847576240,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61896746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61896746&format=geojson,,,,,reviewed,0,21,uw,61896746,",uw61896746,",",uw,",",origin,phase-data,",7.0,0.03448,0.08,93.0,ml,earthquake,"M 1.2 - 2 km WNW of North Sultan, Washington"
4.6,"44 km NE of Bandar-e Lengeh, Iran",1669828684342,1669835501040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000j5ua,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000j5ua&format=geojson,,,,,reviewed,0,326,us,6000j5ua,",us6000j5ua,",",us,",",origin,phase-data,",74.0,2.118,0.76,55.0,mb,earthquake,"M 4.6 - 44 km NE of Bandar-e Lengeh, Iran"
0.92,"9km ENE of Coso Junction, CA",1669827868210,1669842762767,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382712,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382712&format=geojson,,,,,reviewed,0,13,ci,40382712,",ci40382712,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.02893,0.08,90.0,ml,earthquake,"M 0.9 - 9km ENE of Coso Junction, CA"
1.12,"17km S of Maricopa, CA",1669826834320,1669836155593,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382704,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382704&format=geojson,,,,,reviewed,0,19,ci,40382704,",ci40382704,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.04766,0.17,153.0,ml,earthquake,"M 1.1 - 17km S of Maricopa, CA"
1.07,,1669826460250,1669937160592,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022xlro,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022xlro&format=geojson,,,,,reviewed,0,18,ok,2022xlro,",ok2022xlro,",",ok,",",origin,phase-data,",15.0,0.06928640364,0.19,97.0,ml,earthquake,M 1.1 - 
1.26,"9km ESE of Santa Clarita, CA",1669826379530,1669835977564,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382696&format=geojson,,,,,reviewed,0,24,ci,40382696,",ci40382696,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.05452,0.1,100.0,ml,earthquake,"M 1.3 - 9km ESE of Santa Clarita, CA"
1.2,"12 km SW of Tyonek, Alaska",1669825979550,1669826053744,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcn7u4j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcn7u4j&format=geojson,,,,,automatic,0,22,ak,022fcn7u4j,",ak022fcn7u4j,",",ak,",",origin,phase-data,",,,0.17,,ml,earthquake,"M 1.2 - 12 km SW of Tyonek, Alaska"
2.3,"36 km WSW of Mentone, Texas",1669825825873,1669836771963,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022xlre,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022xlre&format=geojson,,,,,reviewed,0,81,tx,2022xlre,",tx2022xlre,",",tx,",",origin,phase-data,",13.0,0.003389936143,0.1,79.0,ml,earthquake,"M 2.3 - 36 km WSW of Mentone, Texas"
2.4,"36 km WSW of Mentone, Texas",1669825653435,1669837807133,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022xlrc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022xlrc&format=geojson,,,,,reviewed,0,89,tx,2022xlrc,",tx2022xlrc,",",tx,",",origin,phase-data,",15.0,0.003602883822,0.1,64.0,ml,earthquake,"M 2.4 - 36 km WSW of Mentone, Texas"
4.8,"61 km E of Aras-asan, Philippines",1669825396412,1669847808040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000j5sz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000j5sz&format=geojson,,,,,reviewed,0,354,us,6000j5sz,",us6000j5sz,",",us,",",origin,phase-data,",73.0,2.163,0.73,62.0,mb,earthquake,"M 4.8 - 61 km E of Aras-asan, Philippines"
1.1,"5 km ENE of Silver Springs, Nevada",1669824275428,1669838709450,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00852314,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00852314&format=geojson,,,,,reviewed,0,19,nn,00852314,",nn00852314,",",nn,",",origin,phase-data,",10.0,0.327,0.1953,177.47,ml,earthquake,"M 1.1 - 5 km ENE of Silver Springs, Nevada"
1.4,"36 km W of Ferry, Alaska",1669824194977,1669824358776,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcn1iy7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcn1iy7&format=geojson,,,,,automatic,0,30,ak,022fcn1iy7,",ak022fcn1iy7,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 1.4 - 36 km W of Ferry, Alaska"
2.02,"12km ESE of Hidden Valley Lake, CA",1669824067300,1669933514634,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813151&format=geojson,,,,,reviewed,0,63,nc,73813151,",nc73813151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",64.0,,0.13,57.0,md,earthquake,"M 2.0 - 12km ESE of Hidden Valley Lake, CA"
0.58,"10km NNW of Anza, CA",1669823152350,1669835610156,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382688,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382688&format=geojson,,,,,reviewed,0,5,ci,40382688,",ci40382688,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.03425,0.08,64.0,ml,earthquake,"M 0.6 - 10km NNW of Anza, CA"
1.13,"13km ESE of Hidden Valley Lake, CA",1669822549500,1669926733189,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813146&format=geojson,,,,,reviewed,0,20,nc,73813146,",nc73813146,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.05168,0.09,57.0,md,earthquake,"M 1.1 - 13km ESE of Hidden Valley Lake, CA"
4.8,Fiji region,1669821503189,1669823742040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000j5sp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000j5sp&format=geojson,,,,,reviewed,0,354,us,6000j5sp,",us6000j5sp,",",us,",",origin,phase-data,",17.0,2.096,0.41,131.0,mb,earthquake,M 4.8 - Fiji region
5.7,southern Iran,1669821461452,1669908800365,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000j5sn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000j5sn&format=geojson,12.0,3.8,7.687,yellow,reviewed,0,655,us,6000j5sn,",us6000j5sn,usauto6000j5sn,at00rm62hk,pt22334000,",",us,usauto,at,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",113.0,2.117,0.73,25.0,mww,earthquake,M 5.7 - southern Iran
1.1,"85 km NNW of Karluk, Alaska",1669821320979,1669868196200,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcmiocy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcmiocy&format=geojson,,,,,automatic,0,19,ak,022fcmiocy,",av91724226,ak022fcmiocy,",",av,ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.1 - 85 km NNW of Karluk, Alaska"
0.95,"2km WNW of Anderson Springs, CA",1669821306160,1669894153042,,https://earthquake.usgs.gov/earthquakes/eventpage/nc71129409,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71129409&format=geojson,,,,,reviewed,0,14,nc,71129409,",nc71129409,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.01203,0.04,104.0,md,earthquake,"M 1.0 - 2km WNW of Anderson Springs, CA"
1.44,"13km ESE of Hidden Valley Lake, CA",1669821302790,1669936693969,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813141&format=geojson,,,,,reviewed,0,32,nc,73813141,",nc73813141,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.05078,0.12,65.0,md,earthquake,"M 1.4 - 13km ESE of Hidden Valley Lake, CA"
1.19,"12km ESE of Hidden Valley Lake, CA",1669821276240,1669928114328,,https://earthquake.usgs.gov/earthquakes/eventpage/nc71129414,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71129414&format=geojson,,,,,reviewed,0,22,nc,71129414,",nc71129414,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.04973,0.11,66.0,md,earthquake,"M 1.2 - 12km ESE of Hidden Valley Lake, CA"
1.86,"12km ESE of Hidden Valley Lake, CA",1669821224190,1669933990685,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813136&format=geojson,,,,,reviewed,0,53,nc,73813136,",nc73813136,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",62.0,0.05224,0.13,56.0,md,earthquake,"M 1.9 - 12km ESE of Hidden Valley Lake, CA"
1.66,"29 km E of Honaunau-Napoopoo, Hawaii",1669821202420,1669850269330,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73247122,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73247122&format=geojson,,,,,reviewed,0,42,hv,73247122,",hv73247122,",",hv,",",origin,phase-data,",9.0,,0.1,163.0,md,earthquake,"M 1.7 - 29 km E of Honaunau-Napoopoo, Hawaii"
2.82,"0 km WSW of Magas Arriba, Puerto Rico",1669821106960,1669845972040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71384743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71384743&format=geojson,,,,,reviewed,0,122,pr,71384743,",us6000j5si,pr71384743,",",us,pr,",",origin,phase-data,",27.0,0.007731,0.12,140.0,md,earthquake,"M 2.8 - 0 km WSW of Magas Arriba, Puerto Rico"
1.6,"8 km ESE of Lindsay, Texas",1669821038735,1669834906077,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022xloo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022xloo&format=geojson,,,,,reviewed,0,39,tx,2022xloo,",tx2022xloo,",",tx,",",origin,phase-data,",19.0,0.05868135767,0.2,69.0,ml,earthquake,"M 1.6 - 8 km ESE of Lindsay, Texas"
0.8,"85 km NNW of Karluk, Alaska",1669820869007,1669867850310,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcmh0t0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcmh0t0&format=geojson,,,,,automatic,0,10,ak,022fcmh0t0,",av91724221,ak022fcmh0t0,",",av,ak,",",origin,phase-data,",,,1.56,,ml,earthquake,"M 0.8 - 85 km NNW of Karluk, Alaska"
0.7,"34 km NNE of Whittier, Alaska",1669820852587,1669820952031,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcmgzje,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcmgzje&format=geojson,,,,,automatic,0,8,ak,022fcmgzje,",ak022fcmgzje,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 0.7 - 34 km NNE of Whittier, Alaska"
1.13,"12km SW of Huron, CA",1669820771680,1669850710630,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813131&format=geojson,,,,,reviewed,0,20,nc,73813131,",nc73813131,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.1305,0.07,258.0,md,earthquake,"M 1.1 - 12km SW of Huron, CA"
0.34,"25 km W of Dutch Harbor, Alaska",1669820623180,1669867506590,,https://earthquake.usgs.gov/earthquakes/eventpage/av91724216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91724216&format=geojson,,,,,reviewed,0,2,av,91724216,",av91724216,",",av,",",origin,phase-data,",7.0,,0.16,234.0,ml,earthquake,"M 0.3 - 25 km W of Dutch Harbor, Alaska"
1.36,"25 km E of Honaunau-Napoopoo, Hawaii",1669819668150,1669850507190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73247077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73247077&format=geojson,,,,,reviewed,0,28,hv,73247077,",hv73247077,",",hv,",",origin,phase-data,",8.0,,0.09,115.0,md,earthquake,"M 1.4 - 25 km E of Honaunau-Napoopoo, Hawaii"
2.03,"12km ESE of Hidden Valley Lake, CA",1669819545220,1669928471364,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813126&format=geojson,2.0,2.0,,,reviewed,0,64,nc,73813126,",nc73813126,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",67.0,0.0508,0.13,56.0,md,earthquake,"M 2.0 - 12km ESE of Hidden Valley Lake, CA"
1.93,"26 km E of Honaunau-Napoopoo, Hawaii",1669819420700,1669845664270,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73247062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73247062&format=geojson,,,,,reviewed,0,57,hv,73247062,",hv73247062,",",hv,",",origin,phase-data,",36.0,,0.2,79.0,md,earthquake,"M 1.9 - 26 km E of Honaunau-Napoopoo, Hawaii"
1.94,"26 km E of Honaunau-Napoopoo, Hawaii",1669819338360,1669850819400,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73247057,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73247057&format=geojson,,,,,reviewed,0,58,hv,73247057,",hv73247057,",",hv,",",origin,phase-data,",9.0,,0.09,131.0,md,earthquake,"M 1.9 - 26 km E of Honaunau-Napoopoo, Hawaii"
0.74,"8km WNW of Cobb, CA",1669819080410,1669825334236,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813121&format=geojson,,,,,automatic,0,8,nc,73813121,",nc73813121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01605,0.03,128.0,md,earthquake,"M 0.7 - 8km WNW of Cobb, CA"
1.05,"20km ESE of Little Lake, CA",1669819076560,1669835343457,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382664,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382664&format=geojson,,,,,reviewed,0,17,ci,40382664,",ci40382664,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.0905,0.1,76.0,ml,earthquake,"M 1.1 - 20km ESE of Little Lake, CA"
-0.1,"47 km NNW of Pahrump, Nevada",1669818800653,1669927831274,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00852289,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00852289&format=geojson,,,,,reviewed,0,0,nn,00852289,",nn00852289,",",nn,",",origin,phase-data,",7.0,0.104,0.1031,166.26,ml,earthquake,"M -0.1 - 47 km NNW of Pahrump, Nevada"
0.34,"6km WNW of The Geysers, CA",1669818754250,1669842192831,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813116&format=geojson,,,,,reviewed,0,2,nc,73813116,",nc73813116,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.008277,0.02,79.0,md,earthquake,"M 0.3 - 6km WNW of The Geysers, CA"
1.5,"39 km NW of Ninilchik, Alaska",1669818672370,1669818805140,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fcm0nk5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fcm0nk5&format=geojson,,,,,automatic,0,35,ak,022fcm0nk5,",ak022fcm0nk5,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 1.5 - 39 km NW of Ninilchik, Alaska"
1.2,"16 km ESE of Livengood, Alaska",1669818346027,1669818447288,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fclzfuy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fclzfuy&format=geojson,,,,,automatic,0,22,ak,022fclzfuy,",ak022fclzfuy,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.2 - 16 km ESE of Livengood, Alaska"
1.12,"9km SE of Boonville, CA",1669818278420,1669926730337,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813111&format=geojson,,,,,reviewed,0,19,nc,73813111,",nc73813111,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.05505,0.06,132.0,md,earthquake,"M 1.1 - 9km SE of Boonville, CA"
1.4,"22 km WSW of Tyonek, Alaska",1669818221028,1669818307927,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fclz01i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fclz01i&format=geojson,,,,,automatic,0,30,ak,022fclz01i,",ak022fclz01i,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 1.4 - 22 km WSW of Tyonek, Alaska"
1.25,"12km SSE of Talmage, CA",1669818000070,1669926491616,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813106&format=geojson,,,,,reviewed,0,24,nc,73813106,",nc73813106,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.1269,0.06,76.0,md,earthquake,"M 1.3 - 12km SSE of Talmage, CA"
1.8,"15 km WNW of Seldovia Village, Alaska",1669817600036,1669817697608,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fclwt9f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fclwt9f&format=geojson,,,,,automatic,0,50,ak,022fclwt9f,",ak022fclwt9f,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.8 - 15 km WNW of Seldovia Village, Alaska"
2.12,"12km SSE of Talmage, CA",1669817576900,1669942212545,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73813101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73813101&format=geojson,,,,,reviewed,0,69,nc,73813101,",nc73813101,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",61.0,,0.13,40.0,md,earthquake,"M 2.1 - 12km SSE of Talmage, CA"
1.5,"45 km ENE of Susitna North, Alaska",1669817149097,1669817295228,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022fclv5rx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022fclv5rx&format=geojson,,,,,automatic,0,35,ak,022fclv5rx,",ak022fclv5rx,",",ak,",",origin,phase-data,",,,0.87,,ml,earthquake,"M 1.5 - 45 km ENE of Susitna North, Alaska"
1.59,"19km ESE of Anza, CA",1669817108190,1669835198930,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382656&format=geojson,,,,,reviewed,0,39,ci,40382656,",ci40382656,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",47.0,0.0626,0.18,57.0,ml,earthquake,"M 1.6 - 19km ESE of Anza, CA"
1.18,"20km ESE of Anza, CA",1669817103530,1669834737099,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382648,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382648&format=geojson,,,,,reviewed,0,21,ci,40382648,",ci40382648,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.05991,0.13,100.0,ml,earthquake,"M 1.2 - 20km ESE of Anza, CA"
